1 0.522535
2 0.462604
3 0.454233
4 0.453071
5 0.452867
6 0.452855
7 0.452860
8 0.452860
9 0.452860
10 0.452861
11 0.452860
12 0.452861
13 0.452861
14 0.452861
15 0.452861
16 0.452861
17 0.452861
18 0.452861
19 0.452861
20 0.452861
21 0.452861
22 0.452861
23 0.452861
24 0.452861
25 0.452861
26 0.452861
27 0.452861
28 0.452861
29 0.452861
30 0.452861
31 -nan
32 -nan
33 -nan
34 -nan
35 -nan
36 -nan
37 -nan
38 -nan
39 -nan
40 -nan
41 -nan
42 -nan
43 -nan
44 -nan
45 -nan
46 -nan
47 -nan
48 -nan
49 -nan
50 -nan
51 -nan
52 -nan
53 -nan
54 -nan
55 -nan
56 -nan
57 -nan
58 -nan
59 -nan
60 -nan
61 -nan
62 -nan
63 -nan
64 -nan
65 -nan
66 -nan
67 -nan
68 -nan
69 -nan
70 -nan
71 -nan
72 -nan
73 -nan
74 -nan
75 -nan
76 -nan
77 -nan
78 -nan
79 -nan
80 -nan
81 -nan
82 -nan
83 -nan
84 -nan
85 -nan
86 -nan
87 -nan
88 -nan
89 -nan
90 -nan
