1 0.617949
2 0.517435
3 0.547238
4 0.569006
5 0.574522
6 0.575327
7 0.576058
8 0.577262
9 0.578487
10 0.579457
11 0.523221
12 0.377656
13 0.363078
14 0.368907
15 0.375279
16 0.380042
17 0.383672
18 0.386442
19 0.388500
20 0.390001
21 0.513834
22 0.352213
23 0.328819
24 0.330066
25 0.334114
26 0.337442
27 0.340010
28 0.341965
29 0.343399
30 0.344419
31 0.506852
32 0.337378
33 0.309335
34 0.308041
35 0.310822
36 0.313426
37 0.315507
38 0.317131
39 0.318348
40 0.319228
41 0.500315
42 0.325891
43 0.295347
44 0.292829
45 0.294969
46 0.297183
47 0.299003
48 0.300448
49 0.301543
50 0.302342
51 0.494729
52 0.316036
53 0.283095
54 0.279375
55 0.280920
56 0.282792
57 0.284388
58 0.285675
59 0.286659
60 0.287379
61 0.490641
62 0.308826
63 0.274014
64 0.269361
65 0.270463
66 0.272112
67 0.273584
68 0.274796
69 0.275729
70 0.276412
71 0.486888
72 0.302492
73 0.266134
74 0.260572
75 0.261179
76 0.262568
77 0.263903
78 0.265039
79 0.265925
80 0.266576
81 0.483691
82 0.296907
83 0.259218
84 0.252905
85 0.253100
86 0.254259
87 0.255461
88 0.256516
89 0.257351
90 0.257967
91 0.480668
92 0.291731
93 0.252716
94 0.245605
95 0.245373
96 0.246305
97 0.247377
98 0.248351
99 0.249133
100 0.249712
