1 0.104167
2 0.047812
3 0.065299
4 0.089590
5 0.086738
6 0.085055
7 0.082201
8 0.087533
9 0.085970
10 0.085885
11 0.104167
12 0.069753
13 0.063190
14 0.071126
15 0.067197
16 0.071849
17 0.065137
18 0.071709
19 0.067959
20 0.071943
21 0.104160
22 0.059772
23 0.051204
24 0.059489
25 0.053581
26 0.059521
27 0.052646
28 0.058949
29 0.054307
30 0.059574
31 0.104154
32 0.049958
33 0.041188
34 0.047910
35 0.042933
36 0.047705
37 0.042308
38 0.047165
39 0.043477
40 0.047399
41 0.104147
42 0.041924
43 0.034938
44 0.038864
45 0.034652
46 0.038441
47 0.034837
48 0.038031
49 0.035072
50 0.038171
51 0.104147
52 0.035212
53 0.028691
54 0.031790
55 0.028096
56 0.031344
57 0.027952
58 0.031012
59 0.028200
60 0.031074
61 0.104128
62 0.029941
63 0.024082
64 0.027087
65 0.023499
66 0.026465
67 0.023506
68 0.026322
69 0.023506
70 0.026260
71 0.104134
72 0.025433
73 0.020654
74 0.022676
75 0.019759
76 0.022445
77 0.019967
78 0.022435
79 0.019880
80 0.022282
81 0.104115
82 0.022129
83 0.017992
84 0.019521
85 0.017266
86 0.019137
87 0.017360
88 0.019043
89 0.017396
90 0.018994
91 0.104134
92 0.019414
93 0.015999
94 0.017370
95 0.015052
96 0.016992
97 0.015085
98 0.016839
99 0.014964
100 0.016917
