1 0.319336
2 0.192871
3 0.209229
4 0.221191
5 0.236084
6 0.252686
7 0.251709
8 0.254639
9 0.247559
10 0.247314
11 0.174316
12 0.167236
13 0.175537
14 0.184326
15 0.184082
16 0.180664
17 0.182861
18 0.189697
19 0.184326
20 0.187500
21 0.118408
22 0.098633
23 0.120850
24 0.146729
25 0.137451
26 0.140625
27 0.131348
28 0.133789
29 0.132812
30 0.134521
31 0.071777
32 0.052002
33 0.074463
34 0.113525
35 0.116211
36 0.096680
37 0.087402
38 0.084717
39 0.081055
40 0.083252
41 0.049072
42 0.030762
43 0.054199
44 0.079102
45 0.077881
46 0.068115
47 0.061768
48 0.054688
49 0.058594
50 0.066650
51 0.032959
52 0.020508
53 0.038086
54 0.062012
55 0.055664
56 0.041504
57 0.044434
58 0.041016
59 0.041504
60 0.043945
61 0.021484
62 0.014893
63 0.027588
64 0.036621
65 0.038574
66 0.029785
67 0.029785
68 0.029053
69 0.027588
70 0.030029
71 0.018799
72 0.012939
73 0.018799
74 0.030029
75 0.027100
76 0.025146
77 0.021973
78 0.021484
79 0.022949
80 0.025879
81 0.016113
82 0.010742
83 0.016846
84 0.025635
85 0.021973
86 0.018799
87 0.015625
88 0.016602
89 0.023926
90 0.022949
91 0.012695
92 0.008057
93 0.015137
94 0.024414
95 0.017578
96 0.015381
97 0.014160
98 0.016357
99 0.018311
100 0.018066
