1 67933734640117812169126731450960466450642375224035054423128184096521165073870257308538021645038952239645756860829580424894177824580731481620010154249722296517794851039462848885344837720346172413968384.000000
2 0.144260
3 0.141367
4 0.141211
5 0.141179
6 0.141178
7 0.141179
8 73519604284889343186099906371128357470821740450063753014740949254181992459222366933979903532834696212596513937133635927281614339750277377088299748335115364718809921255104960574386823002272925772188575772147095776402889244672.000000
9 0.141179
10 0.141179
11 0.141179
12 5030322198262190520416643980563718178272670313773949275609152836789764614352830852744295925538392038160408314669987265210974596550370778878462643161111661711158511665274888678014976.000000
13 0.141179
14 0.141179
15 0.141179
16 0.141179
17 0.141179
18 0.141179
19 0.141179
20 0.141179
21 0.141179
22 1145113809849383012275550238074823622428270119152930512064432983113598269678225906322766457734570538747342315440069974975588857427382612834746182714271997597648613098843846294002903144590075643819318891041036156699158221759429613882740144340992.000000
23 0.141179
24 0.141179
25 0.141179
26 93054475797269948424517387082796610125350479733405911861201781738318787396593763377543287355159995984355600732386086587571223924224701944241485846119517169796222527235370905561738160638661839302950912.000000
27 0.141179
28 0.141179
29 0.141179
30 6969778078068685436763452698329746154746023043700068427440143568906333765168159083070958930574905727256165133326547004356391406106891300463203503178950830581796369193799019859003723349202281193178369557211838656683122595402350592.000000
31 0.267918
32 0.240979
33 0.238923
34 0.238960
35 0.238903
36 0.238926
37 22157981528010711248435635008630357880874654428328956066413604136069017372146026146376320364711781395181192427411621142638138682069234793467867066594127648179541722916816438470087611212763409735427716764779369463808.000000
38 0.238926
39 0.238926
40 0.238926
41 3948116239535628091767663273329617868956721789609203163108254591151275330994236403918799806438969448100670531479210066587193457884417215632975897571386721345148878002184288590626816.000000
42 0.238926
43 0.238926
44 0.238926
45 1198041947042730742316070563645401752395978297699235855451280565399668767450024678603534584799260952229635124356931360978666515866685396369426556156667156007233863873177119971000951224251723776204413496376299987344100596516314819951753374466048.000000
46 0.238926
47 0.238926
48 0.238926
49 11710207273476477913375622339574071673093936061112718380713824391561334688312033983056216658514153712077186401454578364070523344786224306406646911619777385783059127581602543151276916171978271711146003178416385294336.000000
50 0.238926
51 0.238926
52 0.238926
53 199887827863122511374104813120385712131587988666637363945924255800158271979318244236428957932535096401690307222249086556387590984184195029656254233430954923261952.000000
54 0.238926
55 0.238926
56 0.238926
57 0.238926
58 0.238926
59 0.238926
60 0.238926
61 0.219948
62 0.218452
63 62065007575590669007011430950351990724571701875971108399994228587444390507494742666863095919881653755128338380994927881849214477194977395100136748946017649262655385625347314765611007351123954087428350565996689847402140532736.000000
64 0.218428
65 0.218420
66 0.218421
67 14445467507425034038089993942776886774420476425210004677512583467842748649354552378720105686891855176973284572801954798460535468928738755900625609579437777435261852293309176389021018302096477402691154702265697173504.000000
68 0.218421
69 0.218421
70 0.218421
71 0.218421
72 0.218421
73 0.218421
74 0.218421
75 0.218421
76 0.218421
77 0.218421
78 0.218421
79 0.218421
80 0.218421
81 0.218421
82 0.218421
83 0.218421
84 0.218421
85 0.218421
86 0.218421
87 0.218421
88 0.218421
89 0.218421
90 0.218421
