1 0.481891
2 0.467458
3 0.471545
4 0.471494
5 0.471254
6 0.471261
7 0.471270
8 0.471270
9 0.471269
10 0.471269
11 0.471269
12 0.471269
13 0.471269
14 0.471269
15 0.471269
16 0.471269
17 0.471269
18 0.471269
19 0.471269
20 0.471269
21 0.471269
22 0.471269
23 0.471269
24 0.471269
25 0.471269
26 0.471269
27 0.471269
28 0.471269
29 0.471269
30 0.471269
31 0.571565
32 0.690909
33 3.253171
34 30.491129
35 512.941334
36 7359.589966
37 82998.084131
38 762946.373648
39 6000717.676709
40 42964621.326195
41 304332947.082950
42 2416202773.011957
43 25791969277.761719
44 438471624216.774597
45 12134454371927.560547
46 509112981551353.500000
47 31229201913929332.000000
48 2829103546867182080.000000
49 389686448338591481856.000000
50 84332567643913663283200.000000
51 29587302527223611525169152.000000
52 17317257377996506622091853824.000000
53 17349227120973593855164279685120.000000
54 30440301101867723285211486516936704.000000
55 95454120388226760227551643348487897088.000000
56 544632329401797441078230692281163555274752.000000
57 5744475943009473895390004406369590321457659904.000000
58 113581886316882075208222143409074997516534634512384.000000
59 4262382787186448901192606708216621772396806020695851008.000000
60 306934034302111672414695906032247111561409008778999280697344.000000
61 1.002093
62 0.494070
63 4.657595
64 155.626159
65 28631.792804
66 8496426.685112
67 4652680479.370133
68 5328172618824.024414
69 14868425950935034.000000
70 109514281362799083520.000000
71 2058615897791711739379712.000000
72 93169195065160211670461579264.000000
73 9880765453813699158302172697853952.000000
74 2448088126081858366565107381796396335104.000000
75 1426301785728075017577738515627974961290805248.000000
76 1971722775603247429959153232607715988205971066322944.000000
77 6525995821896827839451606747627469160523186512240306028544.000000
78 52149135188860944445271719409319243189165333899362757163140251648.000000
79 1013778278814269207640607286604064258755387709704575779422564294045204480.000000
80 48273877809484076889672872758558582509959145028599932584892590848993301524119552.000000
81 5665654596420929977119483915497619582982867931738575860119583810714726719070317551026176.000000
82 1648189457078761526344533198517407145528442763797074505237312727313323149645791280405590854074368.000000
83 1194601397494817140052247089628290593222979070732519060355320228509413440084582379020909243070132688781312.000000
84 2167487581294827233607751097877774639071677425411327882749226268943482593194691858792691979595394456449114087358464.000000
85 9888068283098697597150887355264142508925662068473930402176135873049493738139910409592900393646203443551978475500911470837760.000000
86 113882598662682769348152211513583965383212703432103726167284099988577407234074178772068578311644106724755158759281407530082584041095168.000000
87 3323906606842318569955698458629742488166248009680467308633225524585368982075216432220348470867359511357739396043614505829225349622514624101351424.000000
88 246740480292545188049356981894928999137142369579567588213270435163129139245715924907815607215397887534566605657047140793751132378739883465306408158412931072.000000
89 46741230274050118572049232853707711102444617294886745635033997314433201182299976228428796354157807089421899464345878866385534501115958028184616069098655070987936071680.000000
90 22668391267644311411591846662922340843071775702938210427963693990089529424559500486563752376024806629067294004089160495809436782043487492260330351277910356418905813982811458109440.000000
