1 0.225561
2 0.141888
3 0.096791
4 0.072387
5 0.065382
6 0.061355
7 0.058820
8 0.057919
9 0.057279
10 0.056985
11 0.182000
12 0.085228
13 0.067200
14 0.062109
15 0.065965
16 0.072947
17 0.078484
18 0.082897
19 0.085545
20 0.087138
21 0.169026
22 0.073372
23 0.053400
24 0.046966
25 0.045447
26 0.046786
27 0.048127
28 0.049067
29 0.049607
30 0.049864
31 0.167538
32 0.069031
33 0.050083
34 0.043835
35 0.043917
36 0.045340
37 0.046174
38 0.046824
39 0.047173
40 0.047328
41 0.167064
42 0.068686
43 0.046653
44 0.040207
45 0.039483
46 0.040717
47 0.041758
48 0.042256
49 0.042484
50 0.042574
51 0.169921
52 0.068625
53 0.046291
54 0.038995
55 0.038449
56 0.039952
57 0.040770
58 0.041143
59 0.041398
60 0.041505
61 0.170196
62 0.067118
63 0.046011
64 0.038452
65 0.037356
66 0.038699
67 0.039272
68 0.039391
69 0.039513
70 0.039540
71 0.169563
72 0.061503
73 0.041439
74 0.034483
75 0.032755
76 0.033277
77 0.033724
78 0.033788
79 0.033812
80 0.033828
81 0.168685
82 0.062299
83 0.038821
84 0.032192
85 0.030778
86 0.030759
87 0.031038
88 0.031191
89 0.031242
90 0.031279
91 0.170962
92 0.061523
93 0.036258
94 0.029097
95 0.027631
96 0.027841
97 0.028094
98 0.028179
99 0.028235
100 0.028274
