1 0.607693
2 0.460751
3 0.451784
4 0.455743
5 0.455926
6 0.455510
7 0.455659
8 0.456224
9 0.456836
10 0.457320
11 0.415607
12 0.306027
13 0.294380
14 0.298186
15 0.300979
16 0.302014
17 0.302354
18 0.302469
19 0.302506
20 0.302518
21 0.402647
22 0.253498
23 0.226281
24 0.223228
25 0.223809
26 0.224210
27 0.224315
28 0.224346
29 0.224362
30 0.224369
31 0.403593
32 0.227704
33 0.192902
34 0.186873
35 0.186173
36 0.186212
37 0.186223
38 0.186213
39 0.186214
40 0.186218
41 0.405256
42 0.215111
43 0.175365
44 0.167008
45 0.165169
46 0.164802
47 0.164719
48 0.164700
49 0.164700
50 0.164705
51 0.406722
52 0.208609
53 0.165361
54 0.155133
55 0.152418
56 0.151726
57 0.151557
58 0.151524
59 0.151521
60 0.151522
61 0.407982
62 0.205165
63 0.159449
64 0.147833
65 0.144497
66 0.143573
67 0.143334
68 0.143280
69 0.143268
70 0.143264
71 0.409023
72 0.203324
73 0.155896
74 0.143301
75 0.139534
76 0.138442
77 0.138143
78 0.138067
79 0.138044
80 0.138035
81 0.409853
82 0.202346
83 0.153727
84 0.140441
85 0.136372
86 0.135157
87 0.134810
88 0.134714
89 0.134682
90 0.134668
91 0.410474
92 0.201801
93 0.152348
94 0.138576
95 0.134296
96 0.132992
97 0.132607
98 0.132495
99 0.132456
100 0.132438
