xi 正しい

-0.248290	-0.250784i	-0.139806	-0.220521i	+0.097226	-0.055001i	+0.280493	-0.831903i	+0.060282	-0.563820i	-0.372830	+0.542330i	+0.215603	-0.212591i	-0.169230	-0.249985i	-0.648953	-0.155517i	-0.031350	+0.012413i	-0.650827	+0.229532i	+0.214880	+0.433184i	-0.164866	-0.246170i	-0.318775	+0.340680i	-0.121755	+0.127121i	-0.041466	-0.209122i	+0.275062	-0.577320i	+0.313526	+0.525455i	+0.269365	+0.262381i	+0.000418	+0.474321i	+0.119740	-0.660927i	-0.219490	-0.351783i	+0.004577	-0.152055i	-0.349529	-0.724706i	-0.211464	-0.142421i	-0.468688	-0.280950i	-0.247771	-0.561804i	+0.023661	-0.347291i	-0.038885	+0.235330i	-0.105189	+0.101593i	+0.233858	+0.055185i	+0.153255	+0.528466i	
-0.019053	-0.232154i	-0.222614	+0.041981i	-0.170506	-0.498909i	-0.224709	-0.271710i	+0.547743	+0.030127i	+0.317751	+0.190111i	+0.351997	+0.226175i	-0.081701	-0.802307i	-0.127987	+0.248527i	-0.502641	+0.522079i	+0.489254	+0.065148i	-0.366840	-0.014881i	+0.203580	-0.376382i	-0.157483	-0.087712i	+0.139331	+0.004283i	+0.049158	+0.057433i	+0.246421	+0.520426i	+1.037126	-0.051735i	-0.300963	+0.143652i	+0.135334	+0.085279i	+0.432950	-0.689271i	+0.006287	+0.119494i	-0.284659	+0.551682i	-0.392596	+0.072008i	+0.502816	-0.760047i	-0.226044	+0.015105i	-0.308973	+0.074039i	-0.251823	-0.252083i	+0.011905	-0.042846i	-0.059396	+0.185394i	-0.137114	-0.032795i	-0.128726	-0.203257i	
+0.201842	+0.328978i	-0.156290	+0.670362i	+0.238483	-0.137912i	+0.207608	-0.443484i	+0.053395	+0.995790i	+0.164327	-0.322437i	+0.031546	+0.457820i	+0.495660	-0.096219i	+0.222531	-0.456404i	+0.146362	-0.572025i	-0.079711	-0.417097i	-0.395023	-0.292603i	+0.127550	-0.153455i	+0.271750	+0.031344i	+0.380542	-0.387745i	+0.367580	-0.075537i	+0.527441	+0.227943i	-0.492304	-0.132630i	-0.327367	+0.536609i	+0.432355	+0.020930i	+0.541829	+0.340598i	+0.370390	-0.052686i	-0.285639	+0.270111i	-0.118622	-0.087628i	-0.018328	+0.519598i	+0.026645	+0.329674i	-0.085891	+0.111222i	-0.080702	-0.047698i	-0.158814	-0.083582i	-0.436258	+0.115101i	+0.017393	-0.043221i	-0.151548	+0.291534i	
-0.361079	+0.160528i	-0.084726	-0.290787i	-0.252196	+0.440038i	-0.214079	+0.020602i	+0.607141	+0.206482i	-0.205064	-0.108061i	+0.019055	-0.044652i	+0.137199	-0.292486i	-0.089785	+0.021046i	+0.178398	+0.554130i	-0.035841	-0.306352i	-0.204663	-0.040219i	+0.189256	+0.229303i	+0.124451	+0.156401i	+0.648510	+0.106916i	+0.235230	-0.144590i	-0.427391	+0.309418i	+0.206926	-0.882890i	+0.230764	-0.228142i	+0.306895	-0.250314i	-0.265463	-0.084529i	-0.128988	-0.040559i	-0.089782	+0.889258i	-0.237628	-0.048265i	+0.368780	+0.471502i	-0.423228	-0.561931i	-0.010403	+0.303919i	+0.133595	+0.083612i	-0.229848	-0.509660i	-0.458512	+0.354539i	-0.148501	-0.261350i	-0.156574	-0.081922i	
+0.270698	-0.529911i	+0.191329	+0.046100i	+0.665688	-0.054821i	+0.427640	+0.080913i	+0.184119	+0.561034i	-0.272354	+0.184771i	-0.042985	+0.196436i	+0.009311	+0.456098i	-0.244523	+0.459301i	+0.241540	-0.031023i	-0.485332	+0.350697i	+0.374125	-0.036487i	+0.041790	-0.472840i	+0.431705	-0.169710i	+0.086827	-0.035178i	-0.090493	+0.374483i	-0.173711	-0.312007i	-0.163680	-0.134692i	-0.150128	-0.617897i	-0.173519	+0.066648i	+0.099137	-0.112456i	-0.319597	-0.254435i	-0.019492	+0.077613i	+0.106793	+0.041149i	-0.442877	-0.540772i	-0.509591	-0.312625i	+0.179368	-0.098571i	+0.147122	+0.387502i	-0.940364	-0.015660i	+0.027066	+0.636587i	+0.165227	+0.147581i	+0.678928	+0.291657i	
-0.123318	+0.054111i	-0.847092	-0.024717i	+0.021378	-0.336106i	+0.060162	-0.244235i	+0.443627	+0.304521i	-0.031915	-0.043112i	+0.134793	-0.085718i	+0.313665	-0.483417i	-0.347402	-0.433065i	+0.345217	+0.159202i	-0.020035	-0.109416i	-0.107534	-0.602673i	+0.223145	+0.144999i	-0.141141	-0.172162i	-0.290844	-0.022296i	-0.010819	+0.052026i	+0.305195	+0.743019i	+0.845336	+0.551088i	-0.519588	+0.281222i	+0.536883	+0.163607i	-0.094228	-0.186321i	+0.381525	+0.694493i	-0.569963	+0.591410i	-0.144742	-0.116314i	+0.118287	+0.118536i	-0.361885	+0.171229i	+0.089630	-0.606587i	-0.174068	-0.310393i	+0.263212	+0.616531i	+0.069766	+0.022596i	-0.084690	+0.296909i	+0.263523	+0.516561i	
-0.109933	-0.163467i	-0.113888	+0.542639i	+0.206097	-0.210139i	+0.267646	+0.260123i	+0.068471	+0.158319i	-0.265644	-0.149326i	+0.382148	-0.277697i	+0.360362	-0.274366i	-0.079930	+0.212959i	+0.007798	-0.692125i	-0.111775	+0.036879i	+0.290325	+0.017374i	-0.572736	-0.233482i	+0.093582	-0.231908i	-0.716158	-0.119019i	+0.173222	+0.402497i	+0.270963	-0.467518i	-0.857765	+0.314152i	+0.323212	-0.035061i	-0.101486	+0.022447i	+0.308486	-0.138840i	-0.141230	-0.272520i	-0.376255	+0.645905i	-0.121427	+0.057489i	+0.008522	-0.329966i	+0.144299	+0.169386i	-0.335635	+0.612670i	-0.164351	-0.104444i	+0.141951	+0.579802i	+0.588963	-0.188198i	-0.040283	+0.389137i	-0.614770	+0.649425i	
+0.071362	+0.206416i	+0.132114	+0.283687i	+0.013588	+0.095559i	+0.027160	+0.411566i	+0.244744	-0.153704i	-0.603465	+0.112168i	+0.121449	-0.430051i	+0.024868	+0.346413i	+0.401086	-0.011902i	-0.554049	-0.316824i	+0.760830	-0.286285i	-0.511664	-0.322689i	+0.493051	-0.152271i	-0.079439	+0.698142i	+0.193445	-0.368109i	+0.254224	+0.304651i	+0.190440	+0.222602i	-0.608777	+0.122322i	+0.644410	+0.282096i	-0.661041	+0.246624i	+0.430293	+0.108210i	-0.258686	-0.432532i	+0.071093	+0.297169i	+0.425319	-0.656830i	+0.641512	-0.050493i	-0.272195	-0.304166i	+0.288769	-0.160978i	+0.321804	-0.116331i	-0.356524	+0.131539i	-0.359013	+0.075441i	+0.032352	+0.721503i	-0.197274	+0.051377i	
+0.597632	-0.086437i	+0.662214	+0.220324i	-0.055922	+0.706325i	+0.269264	+0.133585i	+0.404638	+0.071601i	+0.088424	+0.387690i	-0.219569	-0.115722i	+0.120687	-0.430722i	-0.012706	+0.120106i	+0.043123	+0.344005i	-0.298478	-0.351404i	-0.232970	-0.465547i	+0.137652	+0.710698i	-0.308363	-0.075055i	-0.331953	-0.052363i	+0.196196	+0.116219i	+0.218195	-0.169854i	-0.343638	+0.392708i	+0.020315	-0.237945i	-0.683504	-0.096500i	-0.005252	-0.418368i	-0.327422	+0.054594i	-0.106788	+0.383184i	-0.546488	+0.279560i	-0.362098	-0.358369i	+0.192024	+0.070085i	+0.286399	+0.314154i	+0.077165	-0.226331i	-0.038927	-0.473590i	-0.309352	-0.717439i	+0.683563	+0.292205i	-0.046703	+0.123598i	
+0.166585	-0.077831i	-0.090788	-0.299410i	+0.005269	+0.428767i	-0.318568	+0.060886i	+0.627364	-0.099460i	+0.116955	-0.580632i	-0.112249	+0.048641i	-0.678496	-0.064491i	-0.206503	+0.272737i	-0.127143	+0.119730i	+0.136553	+0.040994i	-0.175797	+0.201260i	-0.195709	+0.136228i	-0.256280	-0.741106i	-0.067758	+0.698979i	-0.537253	-0.175502i	-0.259070	-0.610632i	-0.313530	-0.052638i	+0.315924	+0.181908i	-0.508724	-0.013097i	-0.420585	+0.372399i	+0.030903	-0.724895i	+0.282083	+0.456143i	+0.198548	+0.182756i	-0.029121	-0.030398i	-0.341602	+0.176715i	+0.201175	+0.049671i	-0.221092	-0.047765i	+0.059462	+0.132998i	+0.122286	-0.519401i	-0.733243	+0.249654i	+0.099673	+0.089397i	
+0.561111	-0.251149i	+0.012376	+0.090880i	-0.019653	+0.365280i	+0.258267	+0.007388i	+0.033312	-0.106600i	+0.305556	+0.347017i	+0.727864	-0.079858i	-0.056101	-0.277794i	-0.207226	-0.058414i	+0.034221	-0.226285i	-0.594889	-0.083878i	-0.151781	+0.099870i	-0.153436	-0.548809i	-0.097719	+0.526434i	+0.214006	-0.305174i	+0.119941	-0.026094i	+0.623732	+0.645052i	+0.057173	+0.095677i	-0.091556	+0.371322i	-0.458770	-0.302762i	-0.072458	-0.333504i	+0.333789	-0.819244i	+0.040677	-0.413174i	-0.201960	-0.586799i	+0.835981	-0.202826i	+0.387953	-0.332966i	-0.286284	+0.066300i	+0.155691	-0.416361i	-0.106104	+0.123889i	+0.366443	-0.185600i	-0.033038	-0.490959i	+0.250816	-0.469821i	
+0.181554	-0.018210i	+0.050868	+0.050790i	+0.057613	-0.026741i	+0.106727	-0.035367i	+0.038228	+0.050034i	-0.299965	-0.122156i	+0.031385	-0.754279i	-0.129093	+0.166953i	-0.431755	-0.323048i	-0.604928	+0.357872i	-0.232364	+0.277441i	+0.212713	+0.084745i	+0.027529	-0.147063i	-0.177467	-0.340122i	+0.431310	-0.155278i	-0.170943	-0.244478i	-0.584949	-0.102185i	-0.415597	+0.102940i	+0.280327	-0.079911i	-0.258584	+0.554729i	-0.517663	-0.592277i	-0.757753	-0.058235i	+0.092701	+0.072455i	-0.546819	+0.118386i	-0.301916	+0.082177i	-0.628502	-0.129419i	-0.037689	+0.143306i	-0.361152	-0.018717i	-0.009014	+0.608197i	+0.127652	+0.158295i	-0.063358	-0.157030i	+0.766006	+0.402004i	
+0.368969	-0.232175i	+0.345766	-0.127432i	-0.328721	+0.767562i	+0.551588	-0.015822i	-0.277320	+0.447217i	-0.374120	+0.453807i	-0.277878	-0.017496i	+0.543597	+0.536563i	-0.770639	-0.352111i	+0.254612	-0.236862i	+0.107302	+0.160852i	+0.015440	+0.242424i	+0.222960	+0.265956i	+0.227421	+1.035985i	+0.134452	-0.118294i	-0.274208	-0.733857i	-0.063556	-0.895518i	-0.223803	+0.135904i	+0.760932	+0.212932i	-0.327846	-0.045036i	-0.541508	+0.120181i	-0.208770	-0.004241i	+0.138031	-0.081495i	-0.084948	+0.057466i	-0.378736	+0.204924i	-0.192619	-0.204269i	+0.618290	-0.251926i	+0.027452	+0.293433i	+0.293746	-0.016122i	-0.296979	+0.363430i	+0.087080	+0.133982i	+0.118335	-0.292829i	
-0.041876	+0.201654i	-0.200145	+0.167213i	-0.088560	+0.054590i	+0.220904	-0.133422i	-0.114461	+0.379384i	+0.156579	+0.281146i	+0.025125	+0.137610i	-0.603487	-0.057175i	+0.196215	-0.167038i	+0.304340	+0.059379i	+0.289312	-0.213109i	-0.063809	-0.180362i	+0.204445	-0.191017i	+0.228858	-0.152400i	+0.478484	+0.534831i	-0.554180	+0.051884i	+0.005982	+0.565389i	-0.037278	-0.618136i	-0.849500	-0.122969i	+0.414552	-0.029739i	+0.091055	+0.584777i	+0.081286	+0.135414i	+0.253936	-0.023736i	+0.280662	+0.376501i	+0.265123	-0.318580i	+0.398146	-0.101891i	+0.149898	-0.189259i	-0.430641	-0.238993i	-0.045496	-0.572640i	+0.569134	-0.017681i	-0.293947	+0.412630i	-0.416206	-0.062323i	
