xi 正しい

+0.803332	+0.308431i	-0.367868	+0.398690i	+0.109097	+0.469823i	+0.456901	+0.724364i	+0.009342	+0.143790i	+0.215736	+0.016279i	-0.555800	+0.193845i	+0.212749	-0.201032i	+0.139778	-0.173647i	+0.042046	-0.231522i	+0.269224	-0.411094i	+0.361081	+0.440215i	-0.269504	-0.058860i	-0.235876	+0.279772i	-0.002132	-0.385270i	-0.309018	-0.157364i	-0.046622	+0.109480i	+0.122806	-0.348134i	-0.180116	-0.411493i	-0.697708	+0.311831i	-0.507477	+0.660016i	+0.316518	+0.124016i	-0.357028	+0.059213i	+0.410826	-0.379519i	+0.316957	-0.390400i	-0.015887	+0.149508i	-0.338109	-0.541035i	-0.448634	-0.273193i	-0.183567	-0.466512i	+0.168235	-0.744559i	-0.111219	+0.265264i	-0.164427	-0.269182i	
-0.319530	-0.194703i	+0.245417	-0.580001i	-0.181623	-0.195185i	-0.097480	+0.408607i	+0.341757	-0.112588i	-0.244797	-0.434337i	-0.280331	-0.400753i	-0.243663	+0.316002i	+0.606490	-0.051464i	+0.173103	+0.590342i	+0.161171	-0.189770i	-0.315237	+0.028255i	+0.260833	-0.193235i	-0.868140	+0.462065i	+0.195935	+0.176789i	+0.299956	-0.216884i	+0.576806	-0.074575i	+0.181334	-0.145729i	-0.286578	+0.475687i	-0.200527	+0.238629i	-0.139096	+0.059589i	-0.208883	+0.252465i	+0.678796	-0.168823i	+0.220882	-0.048807i	-0.259012	-0.561196i	-0.187189	+0.015951i	+0.002573	+0.359532i	-0.321501	+0.233618i	-0.395680	+0.143097i	-0.667951	+0.438030i	+0.283866	-0.178772i	+0.097998	-0.177093i	
+0.079821	-0.016484i	-0.219591	-0.595069i	-0.101332	-0.206233i	-0.078998	+0.544344i	-0.066206	-0.243148i	+0.016262	+0.078917i	+0.097093	+0.357675i	-0.234153	+0.000284i	-0.221079	-0.420388i	+0.397580	-0.290229i	+0.399542	+0.346763i	+0.367654	-0.150159i	-0.089709	-0.324380i	+0.223287	+0.038556i	+0.019905	+0.377165i	+0.288252	+0.054720i	-0.329364	-0.042449i	+0.435615	-0.076770i	+0.108561	-0.031405i	+0.787710	+0.119016i	-0.080455	+0.016981i	-0.008966	+0.461409i	+0.242964	+0.234548i	-0.221796	+0.246535i	+0.152342	+0.624411i	-0.072688	+0.322898i	+0.236723	-0.034999i	-0.149894	+0.278554i	+0.035572	-0.069750i	+0.575146	+0.220542i	-0.384455	+0.162279i	-0.003025	-0.727836i	
-0.051581	+0.297620i	+0.025277	-0.423634i	-0.056270	+0.112542i	-0.191654	+0.291630i	+0.407296	-0.000697i	+0.081741	-0.259165i	-0.262494	+0.078417i	+0.180691	-0.088850i	+0.472442	-0.149731i	-0.490272	-0.009023i	-0.155020	-0.474491i	+0.420446	-0.366153i	-0.078269	+0.127117i	-0.052844	-0.069787i	+0.226547	-0.350456i	-0.172048	-0.745221i	-0.359953	-0.004942i	+0.340966	+0.570809i	+0.203042	+0.310692i	-0.198869	+0.280261i	+0.532186	+0.106359i	+0.081507	-0.293676i	-0.005856	+0.171886i	-0.400163	-0.731066i	+0.032757	+0.089330i	+0.296925	+0.031107i	+0.832955	+0.190590i	+0.080236	-0.187829i	-0.207462	-0.525880i	+0.126370	-0.297519i	+0.322241	+0.230946i	+0.176554	+0.199819i	
-0.330003	+0.374437i	+0.175090	-0.015920i	-0.737828	-0.159024i	+0.430912	+0.047613i	-0.129426	-0.461592i	+0.154394	+0.000368i	-0.167560	+0.195594i	+0.107400	-0.121772i	-0.212919	+0.011085i	+0.029211	+0.081183i	-0.142471	+0.436728i	+0.711848	-0.064074i	+0.038363	+0.064743i	+0.245769	-0.078992i	+0.551610	-0.406428i	-0.289644	+0.555908i	-0.330021	-0.054841i	+0.354928	+0.284391i	+0.000996	+0.075252i	+0.499959	-0.006953i	-0.615020	-0.028017i	+0.678171	+0.152740i	+0.432288	+0.041225i	+0.096118	-0.144999i	+0.018954	+0.220009i	-0.544713	+0.249385i	-0.238085	-0.372683i	-0.502683	-0.076657i	+0.195376	-0.183463i	-0.705557	-0.447900i	+0.222917	+0.251352i	+0.196639	-0.145748i	
-0.064368	+0.111933i	-0.227914	+0.314652i	+0.388193	-0.041739i	-0.279391	+0.487383i	-0.019344	-0.107188i	+0.640166	+0.306958i	-0.208900	-0.317412i	+0.260632	+0.286048i	-0.192559	-0.248245i	-0.290084	+0.373974i	+0.552982	-0.254878i	+0.412145	-0.589921i	+0.102537	-0.001003i	-0.334879	+0.053314i	+0.296628	-0.049178i	+0.478587	-0.014845i	+0.328095	+0.306829i	+0.585295	+0.011055i	-0.010062	+0.128303i	-0.013229	+0.015315i	-0.245694	+0.187456i	-0.194029	+0.548032i	-0.375188	-0.396877i	-0.127482	+0.717008i	+0.436372	+0.193881i	-0.318938	+0.147652i	+0.243804	-0.136174i	-0.492231	-0.354386i	+0.010241	+0.584689i	-0.219023	+0.207556i	+0.462186	-0.327060i	-0.023507	+0.671451i	
+0.399977	+0.039774i	-0.289258	+0.789713i	-0.123763	+0.434913i	-0.451434	+0.431345i	+0.173293	-0.274299i	+0.000444	-0.056776i	+0.511527	+0.032889i	-0.306680	-0.401894i	+0.263044	-0.167769i	-0.159768	+0.258723i	+0.625491	-0.089321i	+0.444568	-0.436216i	+0.433758	+0.384516i	-0.911977	-0.040328i	+0.371197	-0.319492i	-0.347866	+0.081653i	-0.003818	+0.467019i	+0.082269	-0.117795i	-0.342652	+0.216245i	+0.182178	-0.645862i	+0.436058	+0.327977i	+0.024820	-0.373277i	-0.283918	+0.508543i	+0.287844	+0.336712i	+0.230067	+0.110884i	+0.640250	-0.083922i	-0.212337	+0.405829i	+0.013830	-0.117966i	+0.097393	-0.138986i	-0.406624	+0.079962i	+0.340819	+0.342505i	-0.135042	+0.189373i	
+0.067758	+0.201297i	+0.393013	-0.395279i	-0.502872	-0.162248i	+0.401531	-0.054086i	+0.138031	-0.029986i	-0.174928	+0.305288i	+0.560164	+0.567764i	+0.011289	-0.252275i	-0.232509	+0.395753i	-0.192393	-0.135928i	+0.192634	+0.264889i	-0.123238	-0.246112i	+0.202043	+0.152240i	-0.153709	+0.331293i	-0.860297	-0.421264i	-0.161437	-0.124198i	+0.006342	-0.013469i	+0.555405	+0.150047i	+0.141515	+0.000289i	+0.135680	+0.002222i	-0.047458	+0.279186i	+0.382055	-0.031051i	+0.249696	+0.091891i	+0.044100	+0.465579i	+0.137768	+0.059346i	+0.182926	-0.088006i	-0.734783	+0.592259i	+0.494998	+0.314565i	-0.350816	-0.000041i	-0.376547	+0.388013i	+0.358448	-0.277422i	-0.044349	+0.414410i	
+0.057504	+0.108601i	+0.122339	+0.038542i	-0.565192	-0.282135i	+0.158094	+0.299524i	-0.183375	+0.271111i	+0.166255	-0.296587i	+0.497586	-0.182508i	+0.226262	+0.046546i	+0.233879	-0.333509i	-0.188751	-0.363345i	-0.270904	-0.031761i	-0.228359	-0.479369i	-0.210303	+0.201745i	-0.018600	-0.028255i	-0.180195	+0.491850i	-0.488039	-0.054508i	-0.342160	-0.614557i	-0.326235	+0.204437i	-0.117591	+0.245803i	+0.072051	-0.162776i	+0.319474	-0.444692i	-0.365865	+0.342383i	+0.191122	+0.405315i	-0.244374	-0.106482i	-1.062098	-0.158008i	+0.679462	+0.033213i	-0.199677	-0.159486i	+0.107736	+0.538172i	-0.383527	-0.141596i	-0.298385	-0.174639i	+0.331664	-0.197061i	+0.689020	-0.013576i	
+0.086764	+0.549636i	-0.393968	+0.100048i	-0.149508	-0.262415i	-0.186449	+0.076688i	-0.396638	+0.452995i	+0.161641	+0.203393i	-0.244097	-0.343535i	-0.021228	+0.248547i	+0.594068	+0.256692i	-0.546902	-0.183631i	+0.229262	-0.401997i	-0.010546	+0.028721i	-0.562868	+0.024642i	+0.784894	+0.144469i	+0.430415	-0.154297i	+0.050765	-0.111004i	-0.195203	-0.022800i	-0.318879	-0.102152i	-0.419130	-0.062186i	+0.194030	-0.388892i	+0.170641	+0.207786i	+0.064420	+0.752373i	+0.191927	-0.177704i	-0.291246	-0.150275i	-0.169105	-0.307894i	-0.940017	+0.249420i	-0.293783	+0.232849i	-0.044103	+0.207008i	+0.380799	+0.472755i	+0.298499	+0.214617i	+0.194885	+0.580087i	+0.090662	+0.028414i	
+0.118931	-0.143336i	+0.356219	+0.232867i	+0.372236	+0.032287i	-0.089245	-0.123934i	+0.134348	+0.010755i	+0.661494	-0.023245i	-0.408914	-0.603287i	+0.186087	-0.808436i	+0.104122	+0.238811i	-0.021162	+0.026425i	+0.114323	-0.122655i	+0.330876	+0.496546i	+0.754313	-0.345086i	-0.007644	-0.302687i	+0.077158	+0.057022i	+0.135508	-0.022100i	-0.493757	-0.219788i	+0.167715	+0.125154i	-0.277691	-0.579807i	-0.569234	+0.690103i	+0.597095	-0.032487i	+0.188178	-0.503295i	+0.209754	-0.038337i	-0.215375	-0.362069i	+0.042990	-0.091205i	-0.320716	+0.071617i	-0.174557	-0.218965i	+0.030636	+0.051010i	-0.098779	+0.273475i	+0.423925	+0.120206i	-0.099947	-0.122797i	-0.077371	-0.108945i	
-0.058305	-0.225997i	+0.319671	+0.092602i	-0.148634	-0.440376i	+0.286445	-0.091568i	+0.427653	-0.068519i	-0.176287	-0.058923i	+0.250112	-0.127233i	+0.105775	-0.483419i	-0.118919	-0.105507i	+0.118230	+0.009263i	-0.173838	-0.331199i	+0.278399	+0.076948i	+0.654504	-0.228913i	+0.232173	+0.179456i	+0.335468	+0.291675i	-0.886091	-0.062389i	-0.091619	-0.171947i	-0.420473	-0.466046i	-0.039225	+0.020182i	-0.107815	-0.038158i	+0.193229	+0.135655i	+0.536432	+0.170484i	+0.433376	+0.423313i	+0.083446	-0.368565i	+0.066592	-0.102897i	+0.079667	-0.193160i	+0.061119	-0.180322i	-0.116584	-0.102827i	-0.070835	-0.025824i	-0.454209	+0.304798i	+0.410009	-0.404907i	+0.059840	-0.299421i	
-0.272805	+0.112751i	+0.337166	+0.123112i	-0.463653	-0.457661i	+0.405240	-0.409609i	-0.351451	-0.047541i	+0.024837	+0.335315i	+0.104385	-0.141689i	+0.117149	-0.270662i	+0.010143	+0.554652i	+0.123240	+0.817287i	+0.101853	-0.304574i	-0.042481	-0.305924i	+0.866445	-0.121045i	-0.011555	+0.362871i	-0.428151	-0.100347i	-0.523161	+0.079626i	-0.479081	+0.035146i	+0.507366	-0.072416i	+0.171468	-0.182779i	-0.133066	+0.088127i	+0.331870	+0.296483i	-0.063465	+0.456334i	-0.244584	-0.284999i	+0.087403	-0.138969i	-0.013031	+0.197166i	-0.116737	+0.164594i	-0.651426	+0.148155i	+0.255531	-0.176780i	+0.469616	+0.127849i	+0.066306	+0.528027i	-0.037202	+0.268950i	+0.598493	+0.144644i	
+0.571695	-0.384354i	+0.207252	+0.389554i	-0.078840	+0.004459i	-0.006149	-0.230348i	+0.308434	+0.314604i	+0.052918	+0.129824i	+0.455261	+0.233231i	-0.143855	+0.540297i	-0.226784	-0.126800i	-0.287766	+0.011352i	-0.036146	-0.118138i	-0.435416	-0.378856i	+0.443832	-0.037248i	+0.205894	+0.429558i	+0.074323	-0.001921i	-0.056052	-0.163012i	+0.204251	+0.012241i	-0.271799	+0.051935i	+0.232943	-0.213555i	-0.516500	-0.085069i	+0.192234	+0.153926i	-0.054969	-0.101117i	-0.110950	+0.382220i	+0.096659	-0.210885i	+0.410641	-0.143059i	+0.483595	+0.586047i	+0.131534	+0.263877i	+0.129182	+0.519757i	+0.353117	+0.075529i	-0.393198	-0.061373i	-0.330050	+0.464463i	+0.808627	+0.055787i	
-0.339337	+0.120049i	+0.322125	+0.064728i	-0.637869	+0.287158i	+0.521465	-0.164679i	+0.647244	+0.379970i	-0.795364	-0.099070i	+0.757163	-0.040478i	+0.072509	-0.042929i	+0.074659	-0.002309i	+0.068664	-0.729150i	-0.661330	+0.405860i	+0.065961	-0.105993i	-0.420661	-0.182212i	-0.159636	+0.746730i	-0.207235	+0.486806i	-0.034725	-0.232132i	+0.147875	-0.643832i	+0.098855	-0.210547i	+0.461434	+0.275469i	-0.108695	-0.529511i	+0.126640	-0.556820i	+0.173383	+0.083471i	+0.261671	+0.106242i	-0.404060	-0.194243i	-0.511975	+0.162172i	-0.185700	-0.043411i	+0.033480	+0.082790i	+0.327071	+0.384625i	-0.109698	-0.120827i	-0.348143	+0.164629i	+0.665857	-0.237235i	-0.021170	-0.159199i	
-0.182507	-0.537986i	+0.047546	-0.331648i	+0.389166	-0.809384i	+0.177652	+0.254288i	+0.106398	+0.236476i	-0.251024	+0.492948i	+0.254589	+0.049573i	+0.154381	+0.405977i	-0.626030	+0.065826i	+0.273184	+0.497258i	+0.121216	+0.753631i	+0.471995	+0.250300i	+0.168032	-0.484455i	+0.220281	-0.258211i	+0.128197	-0.587803i	+0.284422	+0.044819i	-0.577530	-0.383190i	+0.251429	+0.354280i	-0.055535	-0.653747i	+0.117648	-0.069007i	-0.404752	+0.027449i	-0.123454	-0.183544i	-0.493227	-0.082392i	-0.071345	+0.504256i	-0.299457	+0.198981i	+0.044139	-0.185929i	+0.115767	-0.131178i	+0.441611	+0.310293i	+0.271037	+0.369682i	+0.656762	+0.430742i	-0.187280	+0.138064i	-0.134657	-0.172817i	
+0.205343	-0.078694i	-0.176606	+0.043477i	+0.076101	-0.266721i	-0.158588	+0.562286i	+0.246305	+0.344569i	-0.034674	+0.213639i	-0.064942	-0.054774i	+0.503045	-0.134638i	+0.548610	+0.079511i	+0.131345	+0.230010i	-0.865604	+0.171920i	+0.421485	+0.049682i	+0.376368	+0.488848i	+0.189944	+0.206677i	-0.219003	+0.357577i	-0.050338	+0.061280i	-0.398406	+0.298890i	+0.419552	+0.465802i	+0.180129	-0.269665i	-0.177232	+0.691336i	+0.107702	-0.081287i	-0.216037	+0.457064i	-0.140789	-0.196316i	-0.031405	-0.466397i	+0.260104	+0.146066i	+0.366335	-0.065089i	-0.056709	-0.565156i	-0.295920	+0.241961i	+0.179845	-0.231072i	-0.029054	+0.364307i	+0.224111	+0.016450i	+0.681432	-0.185519i	
-0.020212	-0.166462i	-0.399256	-0.061294i	+0.744633	-0.039303i	-0.329196	-0.557180i	-0.213537	+0.320701i	+0.322253	-0.028024i	-0.198225	+0.020887i	+0.709826	+0.188546i	-0.023598	-0.122439i	+0.261035	+0.164758i	-0.937695	-0.726410i	+0.197121	+0.314414i	+0.538666	-0.010798i	-0.001967	-0.056642i	+0.055528	+0.061447i	-0.407099	-0.462226i	+0.174998	-0.417914i	-0.190669	+0.303687i	-0.011419	+0.315319i	+0.720696	+0.228628i	+0.043596	+0.132269i	+0.114870	-0.457041i	-0.480945	-0.372690i	-0.127580	+0.025372i	-0.636606	+0.230374i	-0.013948	-0.034231i	+0.296674	-0.241698i	-0.357344	+0.208235i	+0.060057	+0.424504i	-0.532089	-0.035403i	-0.027365	-0.363620i	-0.307944	+0.005219i	
-0.303255	-0.298304i	+0.659817	-0.431842i	-0.185200	+0.054283i	+0.256896	-0.362010i	+0.491111	-0.803237i	-0.093535	+0.117229i	-0.147248	+0.628014i	-0.623027	+0.011721i	-0.233230	+0.470955i	+0.163874	+0.263230i	+0.349268	-0.104168i	-0.147684	+0.150183i	+0.074577	-0.340241i	-0.551455	+0.454310i	-0.605645	+0.570466i	+0.062230	-0.482748i	-0.193428	-0.576877i	+0.051318	-0.302292i	+0.136836	+0.286601i	+0.018097	+0.385070i	-0.255872	-0.123596i	-0.226714	-0.606809i	+0.365504	+0.524275i	+0.101825	+0.178281i	-0.650566	-0.156779i	-0.510809	+0.158425i	-0.248536	+0.034120i	-0.360810	+0.406039i	+0.065426	+0.336647i	-0.450672	+0.399981i	-0.160250	-0.058426i	+0.309197	-0.019243i	
