1 0.019476
2 0.014171
3 0.013379
4 0.013203
5 0.013112
6 0.013084
7 0.013077
8 0.013076
9 0.013076
10 0.013077
11 0.010990
12 0.010572
13 0.010201
14 0.010034
15 0.009980
16 0.009962
17 0.009952
18 0.009948
19 0.009946
20 0.009947
21 0.008709
22 0.008386
23 0.008262
24 0.008211
25 0.008192
26 0.008188
27 0.008190
28 0.008193
29 0.008197
30 0.008201
31 0.007255
32 0.006886
33 0.006721
34 0.006642
35 0.006603
36 0.006583
37 0.006573
38 0.006566
39 0.006563
40 0.006560
41 0.005975
42 0.005732
43 0.005630
44 0.005583
45 0.005558
46 0.005544
47 0.005536
48 0.005531
49 0.005528
50 0.005526
51 0.005066
52 0.004844
53 0.004742
54 0.004693
55 0.004667
56 0.004652
57 0.004643
58 0.004636
59 0.004632
60 0.004629
61 0.004298
62 0.004130
63 0.004054
64 0.004017
65 0.003997
66 0.003985
67 0.003977
68 0.003972
69 0.003969
70 0.003967
71 0.003698
72 0.003552
73 0.003482
74 0.003449
75 0.003431
76 0.003419
77 0.003411
78 0.003406
79 0.003403
80 0.003401
81 0.003195
82 0.003079
83 0.003022
84 0.002995
85 0.002980
86 0.002971
87 0.002965
88 0.002961
89 0.002958
90 0.002956
91 0.002796
92 0.002702
93 0.002655
94 0.002632
95 0.002619
96 0.002611
97 0.002606
98 0.002602
99 0.002600
100 0.002598
