1 0.314465
2 0.349016
3 0.319127
4 0.302847
5 0.302870
6 0.304636
7 0.305169
8 0.304763
9 0.304436
10 0.304448
11 0.238961
12 0.238992
13 0.232000
14 0.212964
15 0.208231
16 0.208112
17 0.207852
18 0.207931
19 0.208093
20 0.208108
21 0.238707
22 0.211760
23 0.190347
24 0.179199
25 0.180019
26 0.180165
27 0.179394
28 0.179256
29 0.179283
30 0.179220
31 0.233221
32 0.193858
33 0.175591
34 0.165005
35 0.165734
36 0.165855
37 0.165157
38 0.164924
39 0.164876
40 0.164829
41 0.228274
42 0.182996
43 0.166993
44 0.156612
45 0.156903
46 0.156972
47 0.156417
48 0.156174
49 0.156055
50 0.156006
51 0.224307
52 0.175766
53 0.161004
54 0.150948
55 0.150916
56 0.150864
57 0.150366
58 0.150168
59 0.150031
60 0.149964
61 0.221176
62 0.170691
63 0.156621
64 0.146863
65 0.146628
66 0.146437
67 0.145921
68 0.145788
69 0.145677
70 0.145592
71 0.218846
72 0.167024
73 0.153339
74 0.143811
75 0.143454
76 0.143134
77 0.142574
78 0.142507
79 0.142437
80 0.142335
81 0.217136
82 0.164362
83 0.150886
84 0.141505
85 0.141071
86 0.140649
87 0.140050
88 0.140042
89 0.140007
90 0.139891
91 0.215905
92 0.162456
93 0.149113
94 0.139810
95 0.139308
96 0.138810
97 0.138190
98 0.138228
99 0.138217
100 0.138090
