+0.125722	-0.209152i	-0.160900	-0.492953i	+0.347645	+0.413971i	-0.263589	+0.341264i	-0.058088	-0.039208i	+0.374604	+0.122315i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.156628	+0.210089i	-0.197227	+0.021684i	+0.135686	+0.134351i	+0.157285	+0.324654i	-0.240116	-0.100128i	-0.014899	+0.315377i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	-0.047571	+0.317921i	-0.015800	+0.055270i	-0.188232	-0.420771i	-0.156714	+0.085801i	-0.177184	+0.388628i	+0.235560	+0.150501i	
+0.707107	+0.707107i	-0.707107	+0.707107i	+0.032546	-0.012798i	+0.402113	-0.068583i	+0.183800	-0.366945i	+0.131428	-0.037875i	+0.217071	-0.099306i	-0.268726	+0.218504i	

+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.707107	-0.707107i	-0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	
+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	-0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	-0.707107	+0.707107i	

+0.146855	-0.297717i	-0.142328	-0.512359i	+0.468516	+0.571630i	-0.382928	+0.480104i	-0.069263	+0.013791i	+0.536748	+0.080246i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.198136	+0.287330i	-0.183452	+0.051163i	+0.138444	+0.240557i	+0.181599	+0.424580i	-0.389868	-0.114096i	-0.040048	+0.461656i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	-0.036722	+0.387248i	+0.039770	+0.114793i	-0.235595	-0.540245i	-0.261677	+0.063006i	-0.231941	+0.503497i	+0.307794	+0.119681i	
+0.707107	+0.707107i	-0.707107	+0.707107i	+0.081670	-0.046755i	+0.508285	-0.106282i	+0.292041	-0.496644i	+0.187799	-0.098339i	+0.330046	-0.154379i	-0.329840	+0.217379i	

+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.707107	-0.707107i	-0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	
+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	-0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	-0.707107	+0.707107i	

+0.157960	-0.364782i	-0.103193	-0.499583i	+0.500822	+0.606276i	-0.447117	+0.512769i	-0.081750	+0.053497i	+0.588823	-0.007496i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.222390	+0.337851i	-0.165812	+0.076728i	+0.108896	+0.306870i	+0.173612	+0.465632i	-0.466602	-0.135799i	-0.051793	+0.519283i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	+0.005430	+0.402347i	+0.078476	+0.146329i	-0.201847	-0.576501i	-0.332272	+0.027278i	-0.260985	+0.547018i	+0.365956	+0.074785i	
+0.707107	+0.707107i	-0.707107	+0.707107i	+0.132551	-0.086218i	+0.541511	-0.121603i	+0.351904	-0.544387i	+0.243408	-0.168515i	+0.403801	-0.183077i	-0.354734	+0.176514i	

+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	
+0.707107	-0.707107i	-0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	
+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	-0.707107i	+0.707107	+0.707107i	+0.707107	+0.707107i	-0.707107	+0.707107i	+0.707107	+0.707107i	
+0.707107	+0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	+0.707107	-0.707107i	+0.707107	-0.707107i	-0.707107	+0.707107i	-0.707107	-0.707107i	-0.707107	+0.707107i	

+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+1.000000   	+1.000000   	
+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+1.000000   	+1.000000   	
+1.000000   	+1.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	
+1.000000   	+1.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	+0.000000   	

